Point Index,Reprojection Error
0,5.593266706733465
1,5.712522565323041
2,6.9095799369286635
3,8.334708730583495
4,8.808733354700754
5,0.3435583428254269
6,0.5751352810075736
7,2.1513751450360123
8,2.980825456910554
9,4.715123547493006
10,6.422607943261667
11,6.94769832573748
12,8.473861614529342
13,9.034635953664248
14,10.557240078921048
15,12.07220868938285
16,12.540521900178529
17,3.0756286307925738
18,3.32860442602117
19,4.359912487643397
20,5.360147669792545
21,5.127681417467743
22,5.866378844522884
23,5.802194294947892
24,6.339955280348337
25,6.995170871477336
26,6.804431406842647
27,7.684683704513826
28,7.65158312563864
29,7.696342713579994
30,0.18877716582805984
31,0.3451270128741342
32,1.2844626185406902
33,1.2701578284170536
34,2.484620132672373
35,2.7517501988867092
36,3.8915997600144436
37,4.1389189400592885
38,3.6096320089075404
39,3.273268669681764
40,2.0976799165213307
41,2.0044336265001843
42,0.6785582917121302
43,0.6945040901575262
44,0.5649743889268873
45,8.64828781484473
46,8.859031384219707
47,8.162327565811953
48,10.44866345341678
49,2.9153629530256024
50,6.081259198474548
51,5.235504376931644
52,5.07549993147489
53,5.926712778723099
54,16.21771598518075
55,14.329411151581853
56,13.049865358057401
57,11.68393640698507
58,9.303959625160868
59,6.371634389182822
60,15.155824455673079
61,12.334451341306615
62,7.790985997302304
63,5.658062594390414
64,2.7648181885584684
65,8.316272331381915
66,5.361453810588933
67,2.4751271599199067
68,4.507486977861392
69,6.674441755410496
70,1.7237712044716156
71,7.230505708710331
72,10.593511472601334
73,7.210776220755748
74,6.490213047331863
75,3.904083629771328
76,2.502624634681489
77,2.2030003207348496
78,0.7456270383311039
79,0.49086232917983535
80,1.632654141268143
81,1.498875731791962
82,8.618746970214104
83,8.923070957786619
84,9.526368272068833
85,9.366093797925107
86,8.77441291133088
87,8.192605096674642
88,8.418487815722303
89,7.673919349224632
90,6.453297546458509
91,5.563246162022832
92,4.700975689981784
93,3.9252803686762294
94,9.88873995803372
95,7.710378101847156
96,1.038927636760136
97,2.03402133274583
98,2.957242504432327
99,5.555435413661532
100,6.918640682190725
101,7.5552336034296115
102,9.4852488506981
103,10.05553371370574
104,11.334506530708607
105,11.518260332105674
106,12.269077518829867
107,11.688118634510028
108,12.536493609032629
109,11.418669793063103
110,10.831183486745651
111,8.869015364184511
112,9.092150325703699
113,6.342954414838512
114,4.14989739436377
115,2.8225077617073677
116,0.48646688556054146
117,5.202011495123118
118,10.556849411707423
119,11.97297966824479
120,3.0380900880362263
121,3.480179885970982
122,3.930045033775976
123,5.64459578799001
124,6.5453411767688525
125,3.3571399552201453
126,2.1164337239723827
127,0.8262379613109345
128,0.686467774702377
129,2.9935606202027047
130,4.463534657456849
131,5.921726022771858
132,3.3520415681941444
133,1.8029951641426871
134,0.3517554756684275
135,2.377278910924378
136,3.8177406973668058
137,5.326566610564595
138,4.0808205036220535
139,2.820272963440157
140,3.8240810181131843
141,3.1158661349158012
142,2.6272451471462643
143,2.2020331052332263
144,8.473751032576152
145,8.386515080996908
146,8.32892711527959
147,8.477028147714721
148,1.80010856947056
149,1.6565568557803265
150,1.5497992214555845
151,1.48916582182655
152,2.187574959752846
153,2.119511461734137
154,4.489995616731356
155,4.25381448794537
156,5.255696345482686
157,4.997564411518873
158,4.740322005823719
159,4.486217193909724
160,10.199118549747977
161,9.967878654094378
162,9.747589398183623
163,9.54240471379734
164,9.510557091661324
165,10.314801915894416
166,16.066648147953057
167,15.981172313758568
168,6.24173701790402
169,5.669417093127261
170,1.199177637938674
171,1.0634292711600883
172,2.5963157303564905
173,3.3897019109441837
174,5.149395499329035
175,5.467785857502443
176,15.45515022372546
177,14.50512053598169
178,15.6140034303151
179,15.397595357164809
180,14.947118561965969
181,14.524933228882968
182,14.463750587893886
183,12.837579714571733
184,12.311191995713353
185,11.449962385464168
186,9.415435625179317
187,15.923784889652978
188,14.293773751216225
189,12.134405495577365
190,10.985958357675553
191,7.8317180182292825
192,1.2736013198147829
193,0.5724654096423262
194,10.610177073355215
195,13.753175723389713
196,15.586491807566953
197,16.894589959878243
198,18.248742742193688
199,19.270662725807792
200,19.936282944464416
201,20.766669776498354
202,20.903336648794323
203,20.644357591080155
204,20.98277125406821
205,21.23601993446005
206,19.90126136766215
207,18.08254340753976
208,15.739456870610084
209,15.13154034037661
210,11.884279477843924
211,8.022111847667311
212,4.565973642446833
213,2.8719145595531343
214,2.4794044394791546
215,8.13864308282468
216,14.322420329125757
217,3.7489676035876975
218,3.867156058465864
219,5.071288430970558
220,5.211804808486228
221,5.519076599037339
222,2.038613216557448
223,2.3877054439284975
224,1.0872180125101596
225,0.17544383335093566
226,0.6609799965473984
227,2.2697618973402096
228,5.8820505453879965
229,3.56220808371723
230,2.780801359243824
231,1.7808451237373113
232,0.4961467674256849
233,7.739437825753778
234,5.923163931111754
235,3.2478774016789895
236,1.5504873055418877
237,0.636198234642222
238,0.1926728022467151
239,7.1633754243099474
240,2.12661422806514
241,3.271447480538903
242,4.962186837506578
243,6.92345729120991
244,8.049951171196419
245,10.27465629721753
246,12.602769630362964
247,14.971311256619067
248,5.7248597828386165
249,7.821289752519146
250,9.974997172767214
251,12.120563619587198
252,13.31660286325317
253,15.486104765290424
254,17.679883326217197
255,19.804909166091655
256,18.55657032370077
257,8.36820953647302
258,9.774568329049098
259,10.929505508189298
260,12.030800488902766
261,11.976544558488866
262,13.03321557412937
263,9.325060598532787
264,13.4840566468191
265,9.830636903287235
266,0.49926809002283773
267,7.489307659148743
268,14.358354487290756
269,16.77240759110841
270,20.550358566514294
271,24.165526992331284
272,24.177783557167828
273,26.245149944526485
274,26.40200152052392
275,26.683651656249893
276,25.299104060054514
277,24.37135440345701
278,21.703931394552125
279,19.34086800764379
280,16.797528421747597
281,13.458313226188672
282,8.537387420546317
283,6.483270358857756
284,0.857880019503972
285,4.364971065430408
286,9.927750070970461
287,13.498463326795072
288,6.8850128130891415
289,3.5483197230306627
290,2.846227565667306
291,2.350246424228371
292,1.4762375351144315
293,1.982226055649537
294,3.5251103017325423
295,3.459862284952563
296,5.403916082447248
297,5.362692361787145
298,5.133862382257486
299,5.317865966313943
300,6.036562671247718
301,5.710882924094982
302,5.0834405642823794
303,4.233759126941806
304,12.175571949479767
305,11.425905695823767
306,9.815611611751976
307,9.006081063466969
308,7.003755829272921
309,6.942899706582219
310,4.53842693761246
311,3.585864376897031
312,8.874124162195239
313,9.18810416920645
314,0.9791873185157529
315,2.5599020454232724
316,3.0617996242839802
317,3.771672291165582
318,4.469321213851473
319,6.0861399933018285
320,1.2209147184540083
321,0.4445139180312404
322,0.32871014009130833
323,1.0121624381616423
324,2.4642387703762805
325,3.133944899558942
326,5.736618913304253
327,5.224717106351448
328,3.8013790092754958
329,3.435138691689146
330,2.9660963686382305
331,2.656438672579895
332,1.5083932784860397
333,12.648148055912191
334,12.857004604070934
335,13.158357445201013
