Point Index,Reprojection Error
0,5.267153311633661
1,6.2295859450139925
2,7.293996063246698
3,0.8264428979887576
4,1.8336554485206422
5,3.164116907646096
6,3.116577899847428
7,4.694040379822061
8,2.3988755492210796
9,0.8417510139182933
10,0.8904423438681478
11,2.524191538955842
12,5.174587366986102
13,6.780728196183597
14,0.29435733986933094
15,2.0534247149309173
16,3.799742537037053
17,5.566276144733953
18,7.325614896002857
19,8.983568442289718
20,2.8580619791199875
21,6.400915282359448
22,7.964781265037042
23,9.52455103800588
24,8.974879776939973
25,2.92788601639654
26,2.62825448313235
27,3.390352804220545
28,1.8142573040887813
29,1.7129941222927905
30,3.8545094308343417
31,3.8868349556119357
32,3.8944959501612195
33,3.5972050921797782
34,3.4720438232144724
35,3.357575596938045
36,8.6672440945707
37,8.533487270137806
38,8.405564960113205
39,7.253526199434637
40,7.032937666251939
41,6.786383705676669
42,11.937112071009095
43,11.7204870690662
44,10.519608236072118
45,9.563310865869882
46,9.271336689529038
47,14.388883731596456
48,8.891397390318446
49,7.2345583137033636
50,3.987598684171116
51,1.2966595484255057
52,0.6300785723223398
53,1.5258435687181613
54,1.7674197227676776
55,11.319527674971729
56,11.528839016163257
57,11.620779851871335
58,11.594883762901247
59,11.112175564967945
60,11.173118944467012
61,9.75261115818695
62,9.2924646807226
63,7.648513640934124
64,6.629700470905934
65,4.876380246909612
66,11.332281320466787
67,8.401391856665079
68,6.35511487041563
69,3.978204412339281
70,1.8369739306430157
71,1.186280788814454
72,7.7105928378305215
73,9.317227270587422
74,3.219775939856004
75,4.5140063282045375
76,4.772923680158272
77,6.617584534473697
78,6.757901274648905
79,7.905263057569498
80,9.032454211068064
81,9.119987706137039
82,10.099496451312588
83,11.080109067129516
84,11.04109403230366
85,11.314753229138265
86,12.09508752816128
87,11.85594310794992
88,12.572660267893985
89,4.129097291912325
90,3.5576694676076213
91,3.922488262442911
92,4.211570910377095
93,1.169652158399976
94,1.0639134137468378
95,0.23935216951220567
96,13.237654518082241
97,9.062298211147953
98,2.1547893897354573
99,4.952292295825819
100,5.083785844134981
101,5.13170723225242
102,6.315000250603326
103,5.904060065343599
104,4.460946936670839
105,5.341760972426985
106,3.5631177726795613
107,3.6128317349948276
108,11.05170833354586
109,10.015840277194004
110,7.927126349254227
111,6.645564770406431
112,3.8297081398181563
113,2.371842236919762
114,0.31659757599476257
115,2.8060058676226087
116,5.435320826812173
117,6.992329187809025
118,1.1848388498690337
119,3.818235111265896
