Point Index,Reprojection Error
0,6.55719902772256
1,4.89419475363235
2,0.36567950726178644
3,0.5826065002859725
4,3.134469989695283
5,5.836661726454802
6,6.077640188359501
7,7.7413160553302
8,16.422932152358207
9,16.169844034992025
10,15.584785812327697
11,15.58400331812405
12,15.136167256567363
13,14.098581622001031
14,12.938093805927005
15,10.653111071923004
16,8.952004330905776
17,7.3576030409065085
18,13.173298986093135
19,11.448480473318163
20,7.556758461860467
21,4.189520911758483
22,2.2334264734348124
23,2.018858331173792
24,5.838029440179131
25,5.064517448950968
26,3.344964023175713
27,3.811214815138478
28,2.9067593618986125
29,2.306276353806004
30,2.6666258833900636
31,3.2762030910268076
32,3.3811499345284943
33,2.4604744001263725
34,2.524780291555132
35,7.445325812534233
36,8.192437402683248
37,7.016957604921497
38,6.832799163365359
39,5.601603578386519
40,5.766230263686743
41,4.515060963116521
42,9.895365232300598
43,8.50870652340469
44,7.214070768740573
45,6.680374401702965
46,5.164530379602227
47,4.627582245105431
48,8.260480942435379
49,6.291898504077028
50,3.3213241857017333
51,0.9965588287311392
52,0.18517353803858133
53,1.6148109107502742
54,2.4094394035890807
55,2.8694896323593633
56,12.001932717269861
57,11.773755761433176
58,12.047721086844133
59,10.970901300727121
60,10.653111071923004
61,9.360354846588471
62,8.356340706997019
63,6.828733939133716
64,5.358908235933972
65,2.4105128681262755
66,9.526580084207541
67,6.1181099195916255
68,4.150168284648786
69,1.1626959991912436
70,1.1804171324781911
71,4.3733096662050395
72,7.555563582657863
73,5.9794116612906985
74,2.415951778222101
75,0.8791356456839386
76,1.5427021260855396
77,1.9665672746339633
78,4.1880918592711796
79,6.541221620665353
80,8.656379521569267
81,9.649559337425428
82,11.7123923425144
83,12.952046257286076
84,14.899864314441976
85,5.595123962171084
86,7.395651159237295
87,8.314133349874767
88,8.820212466092363
89,9.420223837964253
90,11.14586140863615
91,11.641334442273653
92,13.045751378024585
93,10.219925769716053
94,10.032022482834826
95,10.941727106721856
96,12.460695201187628
97,12.078262083416845
98,12.475845939932078
99,12.945112172013346
100,6.116479516615087
101,6.552745827507882
102,7.012763128680102
103,7.494237536993364
104,7.995257912981117
105,8.824861644282324
106,9.441367451941913
107,3.899088831781933
108,3.5488927829625254
109,4.2145662233933985
110,4.8889727872438025
111,5.536507375319066
112,6.178704982530615
113,6.816662789751772
114,2.5989137531741635
115,3.3116646880174003
116,3.946260114045696
117,3.5648259492229406
118,4.1508903033256805
119,4.701328177920872
120,15.396894519699035
121,12.260009400907357
122,10.390132231832103
123,9.983643219552256
124,7.489654142413771
125,6.224641739076547
126,5.054760945389653
127,4.132135841500564
128,2.5407137676001312
129,2.564372559225332
130,1.1441694772892321
131,0.8631149713925356
132,1.0148184885014102
133,0.8308022633780864
134,0.7786954862072374
135,0.4732088632268095
136,1.442544844726755
137,1.0872591704703198
138,0.9957802629248317
139,0.8299610023606876
140,1.926136460347617
141,1.8452038596353926
142,2.7924492982293874
143,2.8163910823399685
144,8.505212505285533
145,7.88785645922055
146,7.36708681849028
147,5.268182613825603
148,4.13493038336884
149,3.916169905792356
150,3.5181246073885446
151,2.059524789573087
152,1.5964663403073445
153,1.988643465019125
154,9.12871276575566
155,8.19033610098092
156,7.169588993012824
157,6.155966925932441
158,4.146012292939804
159,2.6615635924836325
160,1.3656929031885847
161,7.865074229423062
162,6.478221356749779
163,5.131102397127357
164,2.8045669774631694
165,0.3245781922152778
166,1.7995333097424178
167,3.295350541141457
168,22.217623646916945
169,12.015951168508046
170,13.715850903659993
171,3.4335884949426956
172,4.29865607407249
173,1.0182297960582836
174,7.382779990019907
175,12.155892886886415
176,17.663986503773245
177,13.535075111454276
178,16.638397416782055
179,19.312561388015492
180,14.794320415463387
181,16.531815109195367
182,17.833444061891875
183,19.789110558752874
184,12.582065402024568
185,12.61598071370406
186,13.448237274106381
187,5.507089954067599
188,4.786988548316134
189,4.755648598734491
190,2.565297512367807
191,5.230796720983054
192,1.9755410497996955
193,6.363868358688473
194,6.419034433853202
195,7.269635661444593
196,6.870786235388345
197,14.612260857271778
198,14.673833719008524
199,13.481437861783155
200,13.019304040944748
201,18.946906957316905
202,17.974139447412316
203,15.70314501425901
204,14.129379431167104
205,11.214111794922509
206,17.028086715013178
207,13.51935973008707
208,10.069580577244906
209,5.612912028817618
210,10.26610669194631
211,5.096138967773714
212,0.6535878757316839
213,5.617619459420475
214,3.2528531661962456
215,9.273511407466632
216,10.522564273908896
217,9.463615841520488
218,4.557712550194763
219,1.1630440627396865
220,0.6992672160601202
221,3.774112058883288
222,3.78471737664801
223,6.09059408865635
224,7.1533045812175775
225,7.4469569180114386
226,15.618726468103587
227,15.575771361786755
228,15.166170652650159
229,15.373353626891475
230,13.816815678900706
231,13.465245644176374
232,11.783811840868168
233,10.830742261151176
234,8.635961666688598
235,7.620987751361407
236,4.817573426970929
237,2.897330878625351
238,1.775302840957716
239,2.519975564058813
240,3.747605876999978
241,2.008110116419609
242,1.3337878215488201
243,2.7047103329319917
244,3.320418019718879
245,4.200097108962747
246,6.0689911598091735
247,7.880598276540789
248,9.650633286182076
249,0.8408156508219812
250,2.711462631795917
251,3.630352488914664
252,4.903583940813291
253,5.588335356403863
254,7.300512736650626
255,7.961301207718789
256,9.661835316346217
257,8.468122511615606
258,0.17463285887785018
259,0.4841284439511879
260,1.5144002275451924
261,1.380505195284992
262,2.206527474797636
263,1.6916226648130843
