Point Index,Reprojection Error
0,12.835908401068313
1,12.095237485229326
2,10.555630575075105
3,10.071836478031576
4,9.695212264880672
5,9.292490793632957
6,8.576654819374829
7,8.382084902332336
8,1.89102756662872
9,1.6943035622333298
10,1.7151337166009695
11,1.7456357361384276
12,2.062071389673738
13,2.5767420946358177
14,2.785899009448061
15,3.0466732845616975
16,3.1107109570347924
17,1.759423003727695
18,1.2437121886610496
19,0.7217382007649202
20,1.1052490528681909
21,1.868596766463662
22,2.3563304148816218
23,2.8859980036080817
24,3.9163575465007905
25,3.394014524974831
26,0.7989145338064155
27,1.3458751303086638
28,7.818611838805657
29,6.834642404743719
30,5.806716799119689
31,4.152315186910659
32,2.159350607221257
33,1.318802740646527
34,0.3585291991370079
35,1.1565754155906685
36,2.718182030280063
37,3.6805814326839563
38,4.689161933950099
39,3.568430089333665
40,1.368442017058284
41,2.33777122568851
42,1.5074782219198055
43,0.5760412436249793
44,1.616344866869862
45,2.1859589455564574
46,0.8931518858713398
47,10.272730917679286
48,12.985082450769974
49,13.192928840173495
50,4.560750994984528
51,5.148676098173302
52,4.7168144948489275
53,4.348896447227584
54,5.04146002480082
55,4.7899921038988795
56,2.067896275692821
57,1.208970251792481
58,1.340152923920837
59,1.42235871518117
60,0.5288460221396808
61,0.3154225724163718
62,6.606021861900126
63,5.479390745354258
64,5.309268933334373
65,5.109695276061884
66,3.8994936746448268
67,3.6853136928187453
68,8.804097545980701
69,7.236115794740274
70,6.864913199267145
71,5.5055664266249895
72,13.548719952755436
73,12.891611105613467
74,12.318203131120509
75,6.102803203432271
76,5.712673071728567
77,5.347847929063828
78,5.04146002480082
79,5.788697320866531
80,1.3701751333410697
81,1.378370642052273
82,0.40883802033220423
83,0.5182541573829081
84,0.5288460221396808
85,0.3154225724163718
86,5.606460593029926
87,5.479390745354258
88,5.309268933334373
89,4.109993366858662
90,3.8994936746448268
91,3.6853136928187453
92,7.636289495676766
93,7.236115794740274
94,6.864913199267145
95,6.5040057862182294
96,14.302365440428233
97,7.7533352167843645
98,2.0082835009019506
99,3.280425402016102
100,8.822027947798503
101,12.756709140214227
102,7.808474333002148
103,10.687368020676022
104,13.167905873473156
105,16.179019670614018
106,17.688599892312414
107,18.84361140140485
108,19.6107757228866
109,12.504620064725014
110,12.55530598508626
111,13.344254204576705
112,12.810003507733416
113,11.867934015779143
114,10.694851507368659
115,9.237973987901027
116,1.4273057700200398
117,0.8013509925568263
118,2.902942027475275
119,5.398031322139983
120,4.611466685332174
121,2.6662440419711952
122,6.770815547681428
123,9.278528946428706
124,10.60515997871821
125,11.588132534150152
126,12.269580379407202
127,12.637086189356845
128,13.68892091583559
129,13.365627631335052
130,14.096400609533806
131,21.462900311319363
132,21.311274461835126
133,19.71393987170569
134,17.655517908068052
135,15.098128764685534
136,13.010913864393087
137,12.401846078730623
138,8.440195629089553
139,3.90722014549533
140,9.016672115869575
141,3.5979282923815967
142,2.15172786022889
143,3.255770205953629
144,9.411206162936521
145,8.62837290067013
146,6.682903111748549
147,1.458184492921059
148,2.7909741656077203
149,3.0819753239497594
150,3.8596778024792533
151,3.716024236512659
152,3.6785572730398726
153,3.694220444743852
154,10.63722257609347
155,10.290772992711167
156,9.916200196015975
157,8.930273836734074
158,8.269162136147811
159,7.648823838643037
160,6.019559548724349
161,12.212339969210767
162,11.366495081018154
163,9.055321566837126
164,8.023458153474115
165,8.028447012497699
166,7.055327858724817
167,4.136242183864608
